id,username,created_at,lng,lat,text
1520139019325083648,amdaleynews,Fri Apr 29 20:32:39 +0000 2022,-119.30660750000001,37.2691755,@thanksmach @rikwag @mtracey Well okay now that I thought about it for 2 seconds I would say personal experience.
1520139018830237696,AMCarbonaro,Fri Apr 29 20:32:39 +0000 2022,-83.207858,42.2619495,Currently volunteering for @ninaturner making phone calls to #supporters! If you’re interested in making any call… https://t.co/52YIDsI0tH
1520139021091053569,HadynChases,Fri Apr 29 20:32:40 +0000 2022,-98.407535,40.603761,Possible new storm development just west of Hastings Nebraska #newx
1520139023527952385,ekenta_ifeanyi,Fri Apr 29 20:32:40 +0000 2022,-81.661524,26.5998075,My brain makes me magical. 💙
1520139024098332673,ehunt_,Fri Apr 29 20:32:40 +0000 2022,-90.011008,29.982601,"@papipompis Awesome stadium , was there when the cowboys demolished the chargers last season"
1520139024425443331,RichardSajecki,Fri Apr 29 20:32:40 +0000 2022,-78.8500525,42.7430345,@greeneyed_meg Seriously!
1520139025432129536,realdrhamrah,Fri Apr 29 20:32:41 +0000 2022,-77.0367,38.8951,Just posted a photo @ Washington D.C. https://t.co/pvcrf0iDqJ
1520139025390047232,mikedferguson1,Fri Apr 29 20:32:41 +0000 2022,-122.3306025,47.614817,Space on the SIOP bingo board - IGNITE presenter preemptively throwing in the towel and instructing audience to ignore the slides
1520139026627448833,mwilks88,Fri Apr 29 20:32:41 +0000 2022,-78.657837,35.8439815,See u in court @ sun ☀️
1520139028820946944,tmj_rdu_edu,Fri Apr 29 20:32:41 +0000 2022,-78.4268758,35.7709065,Looking to score a job at Charter Schools USA? You're in luck. Click the link in our bio for the job description an… https://t.co/sEViFKnMc2
1520139029404073984,Trap3xx,Fri Apr 29 20:32:42 +0000 2022,-82.44269399999999,27.9965945,@aubreythaadon What
1520139029500633088,RicardoThicke88,Fri Apr 29 20:32:42 +0000 2022,-84.433106,33.7671945,@SarcasticFolger I wanna…. Play😈
1520139029697601536,_rubeyyy,Fri Apr 29 20:32:42 +0000 2022,-118.4119065,34.0207895,Nobody’s there for me rn
1520139029739716610,lori_gillan,Fri Apr 29 20:32:42 +0000 2022,-77.60468399999999,41.1179365,@CNN What a jerk.
1520139030805024768,vbhandari82,Fri Apr 29 20:32:42 +0000 2022,-79.2725695,43.629311,"@IntoTheShitter Happy 50th Wedding Anniversary to your parents, Counts My CannaBlessings; all the best to them! 💚💚"
1520139031979249665,Knastyyyyy,Fri Apr 29 20:32:42 +0000 2022,-118.4119065,34.0207895,The traffic is literally getting worse everywhere. I just watched 3 people stories in different states and they all… https://t.co/N8tNEss6LW
1520139032625262593,moodymarty65,Fri Apr 29 20:32:42 +0000 2022,-122.2670745,49.0869965,Happy Friday !!!
1520139032562438145,K2Twiiiter,Fri Apr 29 20:32:42 +0000 2022,-77.0908695,38.81738,@elonmusk Don’t do it !
1520139032872824832,MarlowRodrigue5,Fri Apr 29 20:32:42 +0000 2022,-97.28591349999999,32.7799665,Life is tuff for me
1520139034533584896,nealelkind21552,Fri Apr 29 20:32:43 +0000 2022,-122.6936605,42.191647,"@CarisaT40 Cool either way  blonde, brunette or redhead you’ll still be beautiful ☺️."
1520139034537963521,Mikalaaaaaaaaaa,Fri Apr 29 20:32:43 +0000 2022,-95.44648649999999,29.838495,they look related 🤣
1520139034869190656,michaelzdebski,Fri Apr 29 20:32:43 +0000 2022,-115.135165,36.0609645,Congratulations @AMcLaughlin28 it’s a great day to be a Husky!! @Husky_Football7 @tdfbcoach1 @HuskiesGridiron… https://t.co/2OI6DDAjoY
1520139035766931462,DisjointWolfy,Fri Apr 29 20:32:43 +0000 2022,-104.92209349999999,39.713563,@wolf_ezo PLEASE
1520139035691290625,mattlogical,Fri Apr 29 20:32:43 +0000 2022,-119.30660750000001,37.2691755,@fsjjunkie Let's accuse a marginalized group of grooming to justify codified bigotry against them. Real bunch of to… https://t.co/BJyJESh8gD
1520139036085608449,blueselenite,Fri Apr 29 20:32:43 +0000 2022,-80.325356,27.322902,"@TCastro88 I love ít too, so much 👄🎶🦋🎐💙💕"
1520139036731461632,enriqueskincare,Fri Apr 29 20:32:43 +0000 2022,-118.4119065,34.0207895,"Thank you, Kathy! He has no idea what he's gotten himself into trying to sue a bad ass bitch like you."
1520139036802707457,67chevota,Fri Apr 29 20:32:43 +0000 2022,-118.0549085,34.1031895,Prison Bound -Social Distortion https://t.co/YYha59HRPa via @YouTube
1520139036765179906,cmroberson06,Fri Apr 29 20:32:43 +0000 2022,-85.9785995,35.8305215,"For years, folks questioned Amazon's strategy/ network build out... costs may finally be catching up with the compa… https://t.co/GPmjiBepSu"
1520139037566189569,PerriginWells,Fri Apr 29 20:32:44 +0000 2022,-86.6807375,32.576227,@GCM01 @GordoUpdates @cmorgan_8 Please don’t tell David Housel
1520139038811824128,anon_html,Fri Apr 29 20:32:44 +0000 2022,-118.4119065,34.0207895,@DeezeFi @wave_length That’s more like it https://t.co/Yv7nzYTOdR
1520139039009083392,Arnold_August,Fri Apr 29 20:32:44 +0000 2022,-73.8575915,45.6833675,Confirms the position of Sara Flounders @iacenter  @UNAC1 @USPeaceCouncil  @danielmkovalik @agent_of_change… https://t.co/c7Nm3Mfcft
1520139039281606656,IamdaKiDSiN,Fri Apr 29 20:32:44 +0000 2022,-124.195683,41.752881,Dropping in❗ #downhill @instagram#beachtail #hardtailsrule #outdoors #MTB #Hardtail  #bikes #wet #pov #gopro #fyp… https://t.co/EKkpBWB0uG
1520139041160769538,Sd0518_,Fri Apr 29 20:32:44 +0000 2022,-86.791549,36.200008,Football mean so much to me &amp; I gotta go on strike cause the titans do dumb ass shit.
1520139041638866952,Natalie45030283,Fri Apr 29 20:32:45 +0000 2022,-87.732013,41.8335845,@AFriedlander11 She’s nuts. But very pretty. I’m happy he’s getting to tell his side. Good for him.
1520139042368761859,exhalebieber,Fri Apr 29 20:32:45 +0000 2022,-87.6991955,42.045437,Where did Justin say honest is for a new album
1520139043094290432,ramspacek,Fri Apr 29 20:32:45 +0000 2022,-66.731205,46.5312465,@CaptainAnatine That is the sole reason I went to work on the railroad.It wasn't like that. At all...
1520139043035844609,ELIANATARDIO,Fri Apr 29 20:32:45 +0000 2022,-81.8094,26.4322,Headed to celebrate the #bdayboy with dinner at his fave place ❤👌De camino a celebrar al #cumpleañero con cena en… https://t.co/Bv4cxBDplj
1520139043715100673,Birder_Justin,Fri Apr 29 20:32:45 +0000 2022,-79.2725695,43.629311,I’m looking forward to hosting this public event as part of the Toronto Bird Celebration! Details👇 #TOBirdParty
1520139045216550914,PierceQuinn5,Fri Apr 29 20:32:45 +0000 2022,-105.0639425,40.564190499999995,Well tomorrow I'll be in Colorado drinking beer
1520139046575554561,kathylem14,Fri Apr 29 20:32:46 +0000 2022,-97.1031385,33.030083000000005,"@getrightderrick @paytonkirk55 @Malik5Bryant Yay! Choose OU! Fantastic coaches, facilities and fan base.  Sooner na… https://t.co/FxhlrUsmGF"
1520139047221530625,prettitrace_,Fri Apr 29 20:32:46 +0000 2022,-75.117998,40.0048655,business owners. 🤍👂🏽💌
1520139047204663296,GOALLESSPUNK,Fri Apr 29 20:32:46 +0000 2022,-117.104989,32.810012,I'm at MCRD and I'm getting anxious. 😵‍💫😵‍💫😵‍💫
1520139048773373952,carolinascooter,Fri Apr 29 20:32:46 +0000 2022,-82.519207,34.776540499999996,@AshaRangappa_ How brave.
1520139049440325636,Anthony83551414,Fri Apr 29 20:32:46 +0000 2022,-86.561642,35.147732,@AnnaGracieh Wow and dam baby you are so gorgeous and sexy as hell and you have a big beautiful jucy ass
1520139049226452994,ChefGLeon1,Fri Apr 29 20:32:46 +0000 2022,-87.9672925,43.0567225,Bread by @amano_pan - on our menu tonight with the @laurachenel #GoatCheese and Black Olive Caramel - #amilinda… https://t.co/nahBw6oOkx
1520139051877208065,JeromeSears6,Fri Apr 29 20:32:47 +0000 2022,-86.6807375,32.576227,@pulte Food. Need food.$SuperCool21
1520139052040736772,RussellSings,Fri Apr 29 20:32:47 +0000 2022,-74.7243235,40.073040500000005,Russell NorkevichMay - June 2022 SHOWS posted! 🎹 #russellsings #jarretownhotel #oldyorkcellars #newhopewinery… https://t.co/vp8ZI0EZIk
1520139052447670273,YsDrew,Fri Apr 29 20:32:47 +0000 2022,-81.4391775,28.6255725,As y’all can tell I have had a lot of free time at work today 🤑
1520139052695052289,ScoutSteveR,Fri Apr 29 20:32:47 +0000 2022,-89.87644900000001,32.571032,Let’s take it a step further. If a school in Texas can broker a deal as part of the recruiting process and a school… https://t.co/b99dvcR69F
1520139052674125824,rcheva,Fri Apr 29 20:32:47 +0000 2022,-80.17083333,26.19722222,Just posted a photo @ Fort Lauderdale Executive Airport https://t.co/d0YTBlLKJw
1520139052934176769,Comptin,Fri Apr 29 20:32:47 +0000 2022,-100.0768885,31.1688935,good day :D just got 300 pics scanned :DD
1520139054494355456,Venostrike1,Fri Apr 29 20:32:48 +0000 2022,-111.8808735,33.282450499999996,Kirin redesign ideas? 👀💦 https://t.co/2c4sCqjLjd
1520139055828287489,coachdynoDFO,Fri Apr 29 20:32:48 +0000 2022,-83.804475,27.698681999999998,@manielse Undisputed Era was awesome.
1520139056180518913,Ceez_Initiative,Fri Apr 29 20:32:48 +0000 2022,-76.1288105,43.052606999999995,I be in my own world 24/7 so if you see me let me be 😂
1520139056163823617,Reported_NYC,Fri Apr 29 20:32:48 +0000 2022,-73.9353516,40.7958044,The driver 921948F blocked the bike lane near 402 E 116th St on April 29. This is in Manhattan Community Board 11… https://t.co/UEC6nxYYsu
1520139057497522177,georges78131971,Fri Apr 29 20:32:48 +0000 2022,-97.34391500000001,37.6838965,@leghorn1357 Then that's why you said it's almost over?
1520139056855674881,krislin21,Fri Apr 29 20:32:48 +0000 2022,-117.104989,32.810012,My heart is bigger🤍 https://t.co/kKZr9MQzWJ
1520139058978074624,KishorBlue2,Fri Apr 29 20:32:49 +0000 2022,-124.169452,40.7826235,"@MSNBC @maddow Uh, Bernie is a NAZI Coup?"
1520139059133263874,xxogpop_,Fri Apr 29 20:32:49 +0000 2022,-118.186267,33.96299449999999,@vivienneb_ Sit this one out Kanye 🤣
1520139059632369664,chrisburgess87,Fri Apr 29 20:32:49 +0000 2022,-122.630908,45.536402,Manfred should step in and make them forfeit until they deem this not necessary.
1520139060177686528,MikeHardin63,Fri Apr 29 20:32:49 +0000 2022,-83.1738665,32.6782075,"@JohnStossel A male athlete rode away from her like it was nothing. There's no such thing as a ""transgender athlete."""
1520139060777472000,NyNeko,Fri Apr 29 20:32:49 +0000 2022,-73.8494415,40.8503475,@HisLastApril What even is that? 😭
1520139060924370947,xtruth_unfiltrd,Fri Apr 29 20:32:49 +0000 2022,-86.791549,36.200008,@tgpschmenk I'll never be surprised that the Phillies suck
1520139061939392512,cp_619,Fri Apr 29 20:32:49 +0000 2022,-96.29164850000001,30.585471499999997,@texasbeauregard NOT DEMI
1520139062484602881,SpaceMetal248,Fri Apr 29 20:32:49 +0000 2022,-71.295518,42.363116500000004,"@blazelife334 In other words, nothing changes."
1520139061213679617,RockinRodeoMid,Fri Apr 29 20:32:49 +0000 2022,-102.104627,31.994300000000003,"The weekend is here, cheers with some cheap #beer🍻🍻15 Cent Longnecks + $2.50 Bar #drinks begin at 8PM‼️‼️… https://t.co/mNsqN5w7gF"
1520139062962761728,BryanInOhio,Fri Apr 29 20:32:50 +0000 2022,-83.0030855,39.1229275,If you are interested or know someone that would like to take the class reach out to the Locations for more informa… https://t.co/LaOFYBdurl
1520139063294140416,METSFROM1962,Fri Apr 29 20:32:50 +0000 2022,-73.70851250000001,41.241424499999994,@AZ_Brittney Always
1520139064690700288,grimmer12_will,Fri Apr 29 20:32:50 +0000 2022,-120.58340150000001,44.1454365,Pete Rose: “Hey Trev if you think 2 years is bad…hold my beer.”
1520139065026248704,jomayra_herrera,Fri Apr 29 20:32:50 +0000 2022,-81.3677725,28.501678499999997,@twang @cklshorall sending healthy vibes to both of you ❤️
1520139066011836417,salty_armpit,Fri Apr 29 20:32:50 +0000 2022,-118.4119065,34.0207895,@KendoMakesFilms How dare you
1520139065785417728,ayaabdeen__,Fri Apr 29 20:32:50 +0000 2022,-112.12467649999999,33.5528625,Go give the @CHGO_RedStars a follow on all things Chicago Red Stars of the National Women's Soccer League!… https://t.co/TApfgIpoHu
1520139065902915585,JonesN4mo,Fri Apr 29 20:32:50 +0000 2022,-97.73862,30.26198,Just posted a photo @ Fairmont Austin https://t.co/g0yEJBOBmj
1520139066058100736,lauriedtmann,Fri Apr 29 20:32:50 +0000 2022,-80.1170525,40.331928500000004,@kilday_morgan I do care about his sexual orientation since his party his full of homophobes (and closet cases who… https://t.co/oswAhPCyI3
1520139066309844992,TJBenson_,Fri Apr 29 20:32:50 +0000 2022,-91.53706199999999,41.6473535,@_AbdulTJ I was shook. Her longing ached my soul
1520139066305654784,AddamFrancisco,Fri Apr 29 20:32:50 +0000 2022,-97.552161,35.4828435,"Gave Future’s album album a chance, and was reminded why I stopped rocking with his music heavy back in like 2017…"
1520139067861737472,Dr_HuiwenXu,Fri Apr 29 20:32:51 +0000 2022,-77.101999,38.8808445,@LeeLindquistMD @AmerGeriatrics @NMGeriatrics @nu_pepper Congrats 🎉
1520139068360871938,kinginabinet,Fri Apr 29 20:32:51 +0000 2022,-112.12467649999999,33.5528625,I can’t believe it’s Friday the week went by quick
1520139069035933697,NASCARJobs,Fri Apr 29 20:32:51 +0000 2022,-80.8431267,35.2270869,"At NASCAR, all our team members are expected to produce results each and every day. Everyone makes a difference. Ar… https://t.co/CwWS07qi9q"
1520139069073727490,tmj_VAW_GOVERN,Fri Apr 29 20:32:51 +0000 2022,-77.4310992,38.8942786,"Career tip for landing jobs like ""Operations Technical Support Engineer and Digital Transformation Consultant, Mid""… https://t.co/y8lHUWnTdk"
1520139069493325827,Travis57774012,Fri Apr 29 20:32:51 +0000 2022,-94.561594,39.2044445,@achiumoe Hey hru
1520139070189441025,tmj_mo_sales,Fri Apr 29 20:32:51 +0000 2022,-93.2922989,37.2089572,"We're hiring in #Springfield, MO! Click the link in our bio to apply to this job and more: Sales Coordinator at Spr… https://t.co/KXwxo8aUqa"
1520139070915108870,esavage10124,Fri Apr 29 20:32:51 +0000 2022,-85.7682405,37.822244,Turns out @JDVance1 is a loser just like the Orange Blob
